id,loan_amnt_USD,loan_amnt_EUR,funded_amnt_USD,funded_amnt_EUR,int_rate,installment_USD,installment_EUR,total_pymnt_USD,total_pymnt_EUR,exchange_rates,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
38546208.0,24000.0,19836.959562284803,24000.0,19836.959562284803,0.2899,759.52,627.773646947773,9102.68,7523.72896118411,1.2098628282546997,1.0,1.0,36.0,6.0,1.0,4.0
38546363.0,17725.0,14650.421176729087,17725.0,14650.421176729087,0.18539999999999998,455.33,376.3484498956308,4229.71,3496.0244262579854,1.2098628282546997,1.0,0.0,60.0,25.0,0.0,4.0
38548704.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,1372.97,1134.8145987595901,3947.4,3262.683924006793,1.2098628282546997,1.0,1.0,36.0,9.0,1.0,2.0
38549165.0,7000.0,5785.779872333067,7000.0,5785.779872333067,0.2899,217.72,179.95428482919363,2605.36,2153.4342068830974,1.2098628282546997,1.0,1.0,36.0,4.0,1.0,2.0
38550070.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.2899,267.21,220.8597485265884,2933.8,2424.902998492965,1.2098628282546997,1.0,1.0,36.0,11.0,0.0,3.0
38554633.0,15600.0,12894.02371548512,15600.0,12894.02371548512,0.2899,499.65,412.9807018873167,16548.86,13678.294442579687,1.2098628282546997,1.0,1.0,36.0,7.0,1.0,1.0
38554825.0,5000.0,4132.6999088093335,5000.0,4132.6999088093335,0.1366,170.07,140.56965469824067,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,13.0,0.0,3.0
38555408.0,24000.0,19836.959562284803,24000.0,19836.959562284803,0.2299,676.44,559.1047052629972,3351.55,2770.190075873985,1.2098628282546997,1.0,0.0,60.0,26.0,1.0,1.0
38555647.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.15990000000000001,1230.33,1016.9169357610774,37310.43,30838.562131727405,1.2098628282546997,1.0,1.0,36.0,17.0,1.0,4.0
38556527.0,14400.0,11902.17573737088,14400.0,11902.17573737088,0.2899,309.45,255.77279735620965,3696.62,3055.4042273805517,1.2098628282546997,1.0,0.0,60.0,8.0,1.0,2.0
38557516.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,537.23,444.04207440192766,6417.62,5304.419517754591,1.2098628282546997,1.0,1.0,60.0,8.0,1.0,4.0
38557749.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.2899,265.68,219.59514235449276,3200.98,2645.7379508201,1.2098628282546997,1.0,1.0,36.0,10.0,0.0,3.0
38558918.0,6425.0,5310.519382819994,6425.0,5310.519382819994,0.1649,227.45,187.99651885173657,2698.73,2230.6082449802025,1.2098628282546997,1.0,1.0,36.0,18.0,1.0,3.0
38559051.0,3925.0,3244.169428415327,3925.0,3244.169428415327,0.18539999999999998,142.97,118.17042119249409,4308.43,3561.08965362228,1.2098628282546997,1.0,1.0,36.0,21.0,0.0,4.0
38559841.0,18000.0,14877.719671713601,18000.0,14877.719671713601,0.2899,386.81,319.7139303453077,4620.74,3819.226355326328,1.2098628282546997,1.0,1.0,60.0,8.0,0.0,2.0
38559923.0,12000.0,inf,12000.0,inf,0.2899,395.37,inf,4343.05,inf,0.0,0.0,1.0,36.0,9.0,0.0,3.0
38559964.0,22500.0,18597.149589642002,22500.0,18597.149589642002,0.1499,779.86,644.5854701768094,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,15.0,1.0,2.0
38559971.0,27525.0,22750.51299799538,27525.0,22750.51299799538,0.2899,894.5,739.3400136859898,9823.46,8119.482449238427,1.2098628282546997,1.0,1.0,36.0,8.0,1.0,3.0
38560190.0,19200.0,15869.56764982784,19200.0,15869.56764982784,0.2899,588.38,486.31959446904716,7053.64,5830.115476954774,1.2098628282546997,1.0,1.0,36.0,2.0,1.0,2.0
38560580.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.1431,514.93,425.610232808638,6149.35,5082.683636847336,1.2098628282546997,1.0,1.0,36.0,15.0,1.0,2.0
38565646.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,505.34,417.6837143835417,6053.26,5003.261409999837,1.2098628282546997,1.0,1.0,36.0,12.0,0.0,2.0
38565781.0,35000.0,28928.899361665335,20000.0,16530.799635237334,0.2899,649.96,537.217926545943,7787.86,6436.977662363971,1.2098628282546997,1.0,1.0,36.0,8.0,1.0,3.0
38566235.0,4000.0,3306.159927047467,1000.0,826.5399817618668,0.2899,124.41,102.82983913099383,1491.26,1232.5860132022015,1.2098628282546997,1.0,1.0,36.0,4.0,0.0,1.0
38568231.0,5000.0,4132.6999088093335,5000.0,4132.6999088093335,0.2899,1372.97,1134.8145987595901,1385.45,1145.1298177319784,1.2098628282546997,1.0,0.0,36.0,3.0,0.0,2.0
38568445.0,11000.0,9091.939799380534,11000.0,9091.939799380534,0.2899,367.41,303.6790546991275,4033.94,3334.2126940284647,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,0.0
38568923.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.17859999999999998,1262.88,1043.8208121674263,15085.1,12468.438278875936,1.2098628282546997,1.0,1.0,36.0,20.0,1.0,0.0
38574329.0,5000.0,inf,5000.0,inf,0.2899,153.23,inf,1836.96,inf,0.0,0.0,1.0,36.0,2.0,1.0,4.0
38574688.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,308.73,255.17768856934114,3696.99,3055.7100471738036,1.2098628282546997,1.0,1.0,36.0,3.0,0.0,2.0
38575020.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.1366,680.26,562.2620879933274,21185.13,17510.35696382278,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,0.0
38575427.0,7500.0,6199.049863214001,7500.0,6199.049863214001,0.2899,249.08,205.87457865724576,8244.44,6814.359287236805,1.2098628282546997,1.0,1.0,36.0,10.0,0.0,1.0
38575507.0,21000.0,17357.3396169992,21000.0,17357.3396169992,0.2899,672.6,555.9307917330316,8060.13,6662.019703198275,1.2098628282546997,1.0,1.0,36.0,7.0,1.0,1.0
38575647.0,32000.0,26449.279416379737,32000.0,26449.279416379737,0.2299,901.92,745.4729403506628,9880.25,8166.421654802683,1.2098628282546997,1.0,1.0,60.0,26.0,0.0,1.0
38576232.0,28250.0,inf,28250.0,inf,0.18539999999999998,725.69,inf,8679.18,inf,0.0,0.0,1.0,60.0,21.0,1.0,2.0
38576432.0,6000.0,4959.239890571201,6000.0,4959.239890571201,0.18539999999999998,218.55,180.64031301405598,2610.24,2157.467721994095,1.2098628282546997,1.0,1.0,36.0,25.0,1.0,2.0
38578152.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.15990000000000001,486.26,401.91333153152533,5863.24,4846.2022826654475,1.2098628282546997,1.0,1.0,60.0,17.0,1.0,0.0
38578253.0,35000.0,28928.899361665335,12000.0,9918.479781142401,0.2899,367.74,303.95181289310887,12207.12,10089.67274216492,1.2098628282546997,1.0,1.0,36.0,2.0,0.0,1.0
38578316.0,16000.0,13224.639708189869,16000.0,13224.639708189869,0.1649,393.27,325.05337862748934,4403.33,3639.5282978914806,1.2098628282546997,1.0,1.0,60.0,18.0,1.0,1.0
38578335.0,6000.0,4959.239890571201,6000.0,4959.239890571201,0.1499,207.97,171.89552000701542,2485.65,2054.489105666384,1.2098628282546997,1.0,1.0,36.0,15.0,1.0,4.0
38578771.0,35000.0,28928.899361665335,21000.0,17357.3396169992,0.2899,701.42,579.7516740074085,8402.58,6945.068319952627,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,4.0
38578931.0,13000.0,10745.019762904267,13000.0,10745.019762904267,0.1366,442.17,365.4711837356446,5296.17,4377.496255207746,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,2.0
38579491.0,18000.0,14877.719671713601,18000.0,14877.719671713601,0.2899,569.64,470.83023521082976,6304.02,5210.524575826444,1.2098628282546997,1.0,1.0,36.0,6.0,1.0,3.0
38579703.0,22000.0,18183.87959876107,22000.0,18183.87959876107,0.20989999999999998,595.06,491.8408815472164,22269.37,18406.524673648262,1.2098628282546997,1.0,1.0,60.0,25.0,1.0,4.0
38580404.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,341.22,282.0319725767842,4083.82,3375.4405083187467,1.2098628282546997,1.0,1.0,60.0,12.0,1.0,2.0
38584625.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,766.12,633.2288108274014,9184.43,7591.298604693142,1.2098628282546997,1.0,1.0,36.0,2.0,1.0,0.0
38585064.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.1499,285.42,235.911041594472,3415.05,2822.675364715863,1.2098628282546997,1.0,1.0,60.0,15.0,1.0,1.0
38585277.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,314.96,260.3270326557175,3759.75,3107.5836964291784,1.2098628282546997,1.0,1.0,60.0,7.0,0.0,2.0
38586210.0,34500.0,28515.6293707844,34500.0,28515.6293707844,0.2899,1372.97,1134.8145987595901,9267.37,7659.851830780472,1.2098628282546997,1.0,1.0,60.0,11.0,1.0,0.0
38586639.0,10200.0,8430.707813971041,10200.0,8430.707813971041,0.2899,317.24,262.2115438141346,3802.64,3143.0339962469448,1.2098628282546997,1.0,1.0,36.0,4.0,1.0,4.0
38586770.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.2899,269.52,222.7690558844583,3228.47,2668.459534918734,1.2098628282546997,1.0,1.0,36.0,12.0,1.0,4.0
38587208.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.2899,456.54,377.34856327356266,5016.92,4146.684965300745,1.2098628282546997,1.0,1.0,60.0,1.0,1.0,4.0
38587222.0,18700.0,15456.297658946907,1000.0,826.5399817618668,0.2583,558.01,461.2175752229393,6669.29,5512.4348349646,1.2098628282546997,1.0,1.0,60.0,32.0,1.0,2.0
38587453.0,15250.0,12604.734721868468,15250.0,12604.734721868468,0.2899,454.79,375.9021183054794,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,60.0,31.0,1.0,2.0
38587664.0,13700.0,11323.597750137575,13700.0,11323.597750137575,0.23989999999999997,394.05,325.6980798132636,4433.16,3664.183985547437,1.2098628282546997,1.0,1.0,60.0,27.0,1.0,4.0
38587667.0,24000.0,19836.959562284803,24000.0,19836.959562284803,0.2899,494.37,408.61657078361407,5920.88,4893.844047214202,1.2098628282546997,1.0,1.0,60.0,10.0,1.0,2.0
38587850.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.1431,343.29,283.74291033903125,4103.58,3391.772938358361,1.2098628282546997,1.0,1.0,36.0,14.0,1.0,4.0
38589003.0,22725.0,18783.12108553842,22725.0,18783.12108553842,0.1714,566.49,468.2266342682799,6209.75,5132.606651745752,1.2098628282546997,1.0,1.0,60.0,19.0,1.0,1.0
38589249.0,13000.0,10745.019762904267,13000.0,10745.019762904267,0.2899,401.35,331.7318216801252,4404.75,3640.7019846655826,1.2098628282546997,1.0,1.0,60.0,3.0,0.0,4.0
38589397.0,21175.0,17501.984113807528,21175.0,17501.984113807528,0.2899,688.14,568.775223049611,21403.77,17691.07166543519,1.2098628282546997,1.0,1.0,36.0,8.0,0.0,2.0
38589992.0,9000.0,7438.859835856801,9000.0,7438.859835856801,0.1366,306.12,253.02041921694266,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,3.0
38596011.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.2899,1372.97,1134.8145987595901,7787.86,6436.977662363971,1.2098628282546997,1.0,1.0,36.0,8.0,1.0,2.0
38596064.0,14400.0,11902.17573737088,14400.0,11902.17573737088,0.1431,494.33,408.5835091843436,5924.73,4897.026226143984,1.2098628282546997,1.0,1.0,36.0,14.0,1.0,4.0
38596666.0,35000.0,17500.0,1000.0,500.0,0.2899,1179.12,589.56,12945.06,6472.53,2.0,2.0,1.0,36.0,12.0,1.0,1.0
38597008.0,16000.0,13224.639708189869,16000.0,13224.639708189869,0.1559,559.28,462.2672809997768,6683.64,5524.295683702883,1.2098628282546997,1.0,1.0,36.0,20.0,1.0,2.0
38597444.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.17859999999999998,1372.97,1134.8145987595901,3615.95,2988.727247051822,1.2098628282546997,1.0,1.0,60.0,20.0,1.0,3.0
38597623.0,35000.0,inf,35000.0,inf,0.2899,796.18,inf,9528.9,inf,0.0,0.0,1.0,60.0,12.0,1.0,4.0
38598686.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.2899,245.16,202.63454192873925,2936.15,2426.845367450105,1.2098628282546997,1.0,1.0,36.0,2.0,0.0,0.0
38598730.0,3000.0,2479.6199452856004,3000.0,2479.6199452856004,0.2899,97.5,80.587648221782,1166.5,964.1588887252176,1.2098628282546997,1.0,1.0,36.0,8.0,0.0,2.0
38598757.0,10000.0,inf,10000.0,inf,0.17859999999999998,253.18,inf,3018.32,inf,0.0,0.0,1.0,60.0,20.0,1.0,3.0
38599004.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.2899,668.02,552.1452386165622,21987.35945,18173.431678794608,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,3.0
38599307.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.2899,263.55,217.83461219333998,3160.62,2612.378797156191,1.2098628282546997,1.0,1.0,60.0,9.0,1.0,2.0
38599875.0,4500.0,3719.4299179284003,4500.0,3719.4299179284003,0.1431,154.48,127.68389638257317,1844.82,1524.817489153927,1.2098628282546997,1.0,1.0,36.0,14.0,0.0,3.0
38604429.0,17850.0,14753.738674449321,1000.0,826.5399817618668,0.17859999999999998,451.92,373.5299485578228,5387.62,4453.0833365398685,1.2098628282546997,1.0,1.0,60.0,20.0,1.0,4.0
38605496.0,11975.0,9897.816281598354,11975.0,9897.816281598354,0.21989999999999998,457.27,377.9519374602488,5000.71,4133.286752196384,1.2098628282546997,1.0,1.0,36.0,25.0,0.0,4.0
38606303.0,15325.0,12666.725220500608,15325.0,12666.725220500608,0.18539999999999998,393.68,325.3922600200117,4799.71,3967.1522158622492,1.2098628282546997,1.0,1.0,60.0,21.0,1.0,2.0
38607129.0,16000.0,13224.639708189869,16000.0,13224.639708189869,0.2899,512.46,423.56867905368625,6141.08,5075.8481511981645,1.2098628282546997,1.0,1.0,36.0,7.0,1.0,1.0
38607774.0,4400.0,3636.7759197522137,4400.0,3636.7759197522137,0.2899,140.93,116.48427962969988,4420.88,3654.0340745714016,1.2098628282546997,1.0,1.0,36.0,10.0,0.0,1.0
38608511.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.1559,349.55,288.9170506248605,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,16.0,0.0,1.0
38608899.0,6725.0,5558.481377348554,6725.0,5558.481377348554,0.2899,223.34,184.5994395266953,6977.13,5766.876902950174,1.2098628282546997,1.0,1.0,36.0,10.0,1.0,1.0
38609776.0,11650.0,9629.190787525748,11650.0,9629.190787525748,0.20989999999999998,315.11,260.4510136529818,3439.04,2842.50405887833,1.2098628282546997,1.0,1.0,60.0,24.0,1.0,2.0
38610104.0,21000.0,17357.3396169992,21000.0,17357.3396169992,0.15990000000000001,510.57,422.0065184881563,6080.2,5025.528397108502,1.2098628282546997,1.0,1.0,60.0,17.0,1.0,3.0
38614123.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.2899,622.04,514.1409302551516,20214.44,16708.04286892635,1.2098628282546997,1.0,1.0,36.0,4.0,1.0,1.0
38614136.0,20000.0,16530.799635237334,20000.0,16530.799635237334,0.1366,680.26,562.2620879933274,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,2.0
38614453.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.1366,1190.45,983.9545212884143,14258.84,11785.501353545376,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,3.0
38614686.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.15990000000000001,527.29,435.8262669832147,5766.88,4766.5568900228745,1.2098628282546997,1.0,1.0,36.0,17.0,1.0,4.0
38614987.0,12800.0,10579.711766551894,12800.0,10579.711766551894,0.2899,431.23,356.4288363351698,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,12.0,1.0,3.0
38615026.0,12300.0,6150.0,12300.0,6150.0,0.2899,382.55,191.275,4202.93,2101.465,2.0,2.0,1.0,36.0,4.0,1.0,4.0
38615856.0,15925.0,13162.649209557727,15925.0,13162.649209557727,0.2899,585.69,484.0962019181078,6994.24,5781.019002038119,1.2098628282546997,1.0,1.0,36.0,22.0,1.0,1.0
38619221.0,1100.0,909.1939799380534,1100.0,909.1939799380534,0.1559,38.46,31.788727698561395,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,16.0,0.0,1.0
38619427.0,19375.0,16014.212146636168,19375.0,16014.212146636168,0.2899,440.75,364.2974969615428,5275.02,4360.014934593482,1.2098628282546997,1.0,1.0,60.0,12.0,1.0,4.0
38619484.0,13000.0,10745.019762904267,13000.0,10745.019762904267,0.2899,434.22,358.9001908806378,5220.33,4314.811462990926,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,1.0
38624147.0,11600.0,9587.863788437655,1000.0,826.5399817618668,0.2899,387.46,320.25118133345285,12820.73,10596.845940373818,1.2098628282546997,1.0,1.0,36.0,11.0,0.0,3.0
38624484.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.18539999999999998,308.26,254.78921477791303,3674.4,3037.038508985803,1.2098628282546997,1.0,1.0,60.0,21.0,1.0,3.0
38625595.0,5300.0,4380.661903337894,1000.0,826.5399817618668,0.2899,178.56,147.58697914339893,2138.9,1767.8863669904567,1.2098628282546997,1.0,1.0,36.0,12.0,1.0,3.0
38625960.0,24000.0,19836.959562284803,24000.0,19836.959562284803,0.1431,562.31,464.77169714451526,6728.64,5561.489982882167,1.2098628282546997,1.0,1.0,60.0,14.0,1.0,4.0
38626358.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.1431,274.63,226.99267519126147,3014.57,2491.662632819871,1.2098628282546997,1.0,1.0,36.0,14.0,1.0,2.0
38626539.0,10200.0,8430.707813971041,10200.0,8430.707813971041,0.1714,1372.97,1134.8145987595901,3058.51,2527.9807996184873,1.2098628282546997,1.0,1.0,60.0,19.0,1.0,1.0
38626776.0,35000.0,28928.899361665335,10000.0,8265.399817618667,0.1366,340.13,281.1310439966637,3062.81,2531.534921540063,1.2098628282546997,1.0,0.0,36.0,13.0,1.0,4.0
38627361.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,830.24,686.2265544579723,25962.57,21459.102134291188,1.2098628282546997,1.0,1.0,36.0,10.0,1.0,2.0
38627577.0,18000.0,14877.719671713601,18000.0,14877.719671713601,0.2899,377.95,312.3907861068975,4525.91,3740.84556885585,1.2098628282546997,1.0,1.0,60.0,10.0,1.0,2.0
38627820.0,13975.0,11550.896245122087,13975.0,11550.896245122087,0.2899,460.45,380.5803346022515,5047.19,4171.704330548676,1.2098628282546997,1.0,1.0,36.0,9.0,1.0,3.0
38628265.0,19875.0,16427.4821375171,19875.0,16427.4821375171,0.15990000000000001,1372.97,1134.8145987595901,5280.11,4364.2220231006495,1.2098628282546997,1.0,1.0,60.0,17.0,1.0,2.0
38628800.0,4375.0,3616.112420208167,4375.0,3616.112420208167,0.17859999999999998,157.86,130.4776015209283,1885.64,1558.5568512094464,1.2098628282546997,1.0,1.0,36.0,20.0,0.0,1.0
38628823.0,16750.0,13844.544694511267,16750.0,13844.544694511267,0.2299,1372.97,1134.8145987595901,5704.8,4715.245287955097,1.2098628282546997,1.0,1.0,60.0,26.0,1.0,2.0
38629293.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,771.82,637.940088723444,9242.42,7639.229658235512,1.2098628282546997,1.0,1.0,36.0,3.0,1.0,2.0
38629302.0,1600.0,1322.4639708189868,1600.0,1322.4639708189868,0.2899,59.46,49.14606731556059,709.97,586.8185908514725,1.2098628282546997,1.0,1.0,36.0,23.0,1.0,2.0
38629429.0,21000.0,10500.0,21000.0,10500.0,0.2899,672.6,336.3,7376.46,3688.23,2.0,2.0,1.0,36.0,7.0,1.0,3.0
38630171.0,9600.0,inf,9600.0,inf,0.2899,320.65,inf,3834.58,inf,0.0,0.0,1.0,36.0,11.0,1.0,1.0
38630522.0,30000.0,15000.0,30000.0,15000.0,0.2899,926.18,463.09,10176.33,5088.165,2.0,2.0,1.0,36.0,3.0,1.0,3.0
38634333.0,30000.0,24796.199452856003,30000.0,24796.199452856003,0.24989999999999998,880.37,727.6610037436947,9642.42,7969.8456509402595,1.2098628282546997,1.0,1.0,60.0,29.0,1.0,2.0
38634902.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.1999,1300.55,1074.9565732803958,15567.73,12867.351270273664,1.2098628282546997,1.0,1.0,36.0,23.0,1.0,1.0
38635104.0,8300.0,6860.281848623494,8300.0,6860.281848623494,0.1499,287.69,237.78728735307143,3445.37,2847.7360569628827,1.2098628282546997,1.0,1.0,36.0,15.0,1.0,2.0
38635231.0,11725.0,9691.181286157887,11725.0,9691.181286157887,0.1559,409.85,338.7574115251011,4908.04,4056.6912920865125,1.2098628282546997,1.0,1.0,36.0,16.0,1.0,4.0
38635267.0,21000.0,17357.3396169992,21000.0,17357.3396169992,0.15990000000000001,510.57,422.0065184881563,6089.53,5033.24001513834,1.2098628282546997,1.0,1.0,60.0,17.0,1.0,4.0
38636413.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.1649,884.99,731.4796184594344,10596.98,8758.827655930867,1.2098628282546997,1.0,1.0,36.0,18.0,1.0,2.0
38636452.0,35000.0,28928.899361665335,30000.0,24796.199452856003,0.15990000000000001,729.39,602.8699972972879,8791.63,7266.63369985708,1.2098628282546997,1.0,1.0,60.0,17.0,1.0,2.0
38636540.0,24950.0,20622.172544958576,24950.0,20622.172544958576,0.1714,621.96,514.0748070566107,6794.04,5615.545697689393,1.2098628282546997,1.0,1.0,60.0,19.0,1.0,2.0
38636713.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,1372.97,1134.8145987595901,3971.88,3282.9176227603234,1.2098628282546997,1.0,1.0,36.0,10.0,1.0,3.0
38637029.0,11400.0,9422.55579208528,11400.0,9422.55579208528,0.17859999999999998,288.62,238.55596953610998,3440.82,2843.9753000458663,1.2098628282546997,1.0,1.0,60.0,20.0,1.0,1.0
38637943.0,21600.0,17853.26360605632,21600.0,17853.26360605632,0.2899,474.39,392.1023019480119,5678.95,4693.879229426553,1.2098628282546997,1.0,1.0,60.0,9.0,1.0,1.0
38638030.0,6000.0,4959.239890571201,6000.0,4959.239890571201,0.2899,200.41,165.6468777448957,2396.66,1980.9353126893955,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,0.0
38638088.0,6500.0,5372.509881452133,6500.0,5372.509881452133,0.1366,221.09,182.73972456773112,2422.12,2001.9790206250525,1.2098628282546997,1.0,1.0,36.0,13.0,1.0,2.0
38638104.0,14700.0,12150.137731899442,14700.0,12150.137731899442,0.2899,461.94,381.81187917507674,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,5.0,0.0,1.0
38638436.0,22000.0,18183.87959876107,22000.0,18183.87959876107,0.2899,493.73,408.08758519528647,5909.62,4884.537207019563,1.2098628282546997,1.0,1.0,60.0,11.0,1.0,3.0
38638464.0,21000.0,17357.3396169992,21000.0,17357.3396169992,0.2899,461.22,381.2167703882082,23143.27,19128.837963709957,1.2098628282546997,1.0,1.0,60.0,9.0,1.0,4.0
38638818.0,35000.0,28928.899361665335,35000.0,28928.899361665335,0.1366,1190.45,983.9545212884143,14232.28,11763.548451629782,1.2098628282546997,1.0,1.0,60.0,13.0,1.0,0.0
38640466.0,29975.0,24775.535953311955,29975.0,24775.535953311955,0.1924,781.54,645.9740573461693,8532.86,7052.749948776563,1.2098628282546997,1.0,1.0,60.0,22.0,1.0,0.0
38644242.0,35000.0,28928.899361665335,22800.0,18845.11158417056,0.20989999999999998,616.69,509.71894135272566,7275.59,6013.56602590682,1.2098628282546997,1.0,1.0,60.0,24.0,1.0,1.0
38644517.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,835.03,690.1856809706115,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,2.0
38644866.0,10000.0,8265.399817618667,10000.0,8265.399817618667,0.2899,304.36,251.56570884904178,3648.97,3016.0195972495985,1.2098628282546997,1.0,1.0,36.0,5.0,1.0,1.0
38645079.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,785.61,649.3380750719401,9428.22,7792.800786846867,1.2098628282546997,1.0,1.0,36.0,5.0,1.0,4.0
38645088.0,23500.0,19423.68957140387,23500.0,19423.68957140387,0.2899,743.69,614.6895190364827,8901.64,7357.561363250703,1.2098628282546997,1.0,1.0,36.0,6.0,1.0,3.0
38645124.0,20400.0,16861.415627942082,20400.0,16861.415627942082,0.2899,672.13,555.5423179416035,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,36.0,9.0,1.0,3.0
38645450.0,28000.0,23143.119489332268,28000.0,23143.119489332268,0.1499,970.5,802.1570522998917,11599.36,9587.334802849327,1.2098628282546997,1.0,1.0,36.0,15.0,1.0,2.0
38645585.0,35000.0,28928.899361665335,21000.0,17357.3396169992,0.15990000000000001,510.57,422.0065184881563,6108.18,5048.654985798199,1.2098628282546997,1.0,1.0,60.0,17.0,1.0,2.0
38645761.0,19200.0,inf,19200.0,inf,0.2899,421.68,inf,5047.96,inf,0.0,0.0,1.0,60.0,9.0,1.0,4.0
38646795.0,21000.0,17357.3396169992,21000.0,17357.3396169992,0.1366,484.94,400.82229875559966,41913.62,34643.28271037382,1.2098628282546997,1.0,1.0,60.0,13.0,1.0,1.0
38647108.0,25000.0,20663.49954404667,25000.0,20663.49954404667,0.2899,537.23,444.04207440192766,6444.82,5326.9014052585135,1.2098628282546997,1.0,1.0,60.0,10.0,1.0,4.0
38648002.0,8550.0,inf,8550.0,inf,0.1924,314.45,inf,3449.81,inf,0.0,0.0,1.0,36.0,22.0,1.0,2.0
38648480.0,15000.0,12398.099726428001,15000.0,12398.099726428001,0.1431,1372.97,1134.8145987595901,3156.68,2609.1222296280494,1.2098628282546997,1.0,0.0,60.0,14.0,1.0,1.0
38648684.0,14600.0,12067.483733723255,14600.0,12067.483733723255,0.2899,484.86,400.7561755570587,6050.99,5001.385164241237,1.2098628282546997,1.0,1.0,36.0,10.0,0.0,3.0
38649441.0,12000.0,9918.479781142401,12000.0,9918.479781142401,0.2899,377.09,311.67996172258233,12593.64,10409.146975915515,1.2098628282546997,1.0,1.0,36.0,5.0,0.0,2.0
38654540.0,4750.0,3926.064913368867,4750.0,3926.064913368867,0.2899,149.27,123.37762307759385,1786.92,1476.960824209915,1.2098628282546997,1.0,1.0,36.0,5.0,0.0,1.0
38656135.0,13925.0,11509.569246033994,13925.0,11509.569246033994,0.2899,347.13,286.9168238689968,4152.3,3432.0419662697996,1.2098628282546997,1.0,1.0,60.0,19.0,1.0,4.0
38656672.0,20000.0,10000.0,20000.0,10000.0,0.2899,448.85,224.425,4923.58,2461.79,2.0,2.0,1.0,60.0,11.0,1.0,2.0
38656934.0,17600.0,14547.103679008855,1000.0,826.5399817618668,0.2899,400.37,330.9218124979986,4791.74,3960.564692207607,1.2098628282546997,1.0,1.0,60.0,12.0,1.0,4.0
38657174.0,3000.0,2479.6199452856004,3000.0,2479.6199452856004,0.2899,100.21,82.82757157235666,3160.16,2611.9985887645807,1.2098628282546997,1.0,1.0,36.0,11.0,1.0,4.0
38657221.0,8000.0,6612.319854094934,8000.0,6612.319854094934,0.2899,256.23,211.78433952684313,8520.68,7042.682691798703,1.2098628282546997,1.0,1.0,36.0,7.0,0.0,1.0
